,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
0,0.0005435097,-0.0005357227,0.0028533058,0.0007336515,0.00059144665,0.00029006053,0.0003537057,-0.0005780756,0.00025369105,0.0,0.0,2.6661962e-07,2.3826342e-06,0.0,0.0005500658,1.7444547e-05,3.205709e-09,9.753145e-08,1.2229355e-06,1.6363627e-05,1.04275505e-05,1.2842355e-07,0.0,9.503344e-08,0.0,1.8746418e-07,4.3496498e-06,2.5185568e-06,8.857329e-05,7.126446e-05,2.1459252e-06,8.405465e-06
1,0.15479591,0.036358654,0.053928442,0.075633734,0.09679834,0.040687114,-0.019833222,-0.062612146,0.0006910411,0.0,0.0,5.090875e-06,0.0,6.137796e-05,0.00038630166,0.0,1.354092e-09,0.0,4.4194417e-06,2.5535295e-05,4.1355022e-05,1.2628641e-06,0.0006487797,0.0,2.2193587e-06,1.6536667e-07,0.0,1.4875781e-05,0.0,0.00027398372,1.00742545e-05,6.2600736e-07
2,0.026817756,-0.011195547,0.0447737,0.053403217,0.046934724,0.02431653,0.060198072,0.022474755,0.0,0.0,1.5681277e-06,0.0,5.406013e-06,8.282006e-05,0.0,0.00011377288,1.5186721e-09,5.05752e-07,1.3688172e-06,0.0,0.0,0.0,0.0,3.1093512e-07,2.0932175e-05,0.0,3.144071e-05,0.0,3.4221746e-05,0.0,0.0,1.7186705e-05
3,0.031093162,0.007075537,0.018081414,0.015964422,0.020107724,0.009506809,-0.0033294738,-0.0123016015,0.0003483956,8.827093e-06,0.0,5.864455e-06,0.0,3.1340605e-05,0.0002654267,0.0,1.0709438e-09,0.0,3.826857e-06,1.4864109e-05,1.8214943e-05,3.909729e-07,0.00060773664,2.4013303e-07,0.0,2.9075395e-07,8.647022e-06,2.68691e-06,0.0,0.00016025535,7.46738e-06,5.9782786e-07
4,0.07508453,0.013758997,0.025130479,0.035934467,0.044119928,0.013830398,-0.0076101534,-0.034021877,0.00045594625,7.693879e-06,0.0,8.526872e-06,0.0,2.7485677e-05,0.0013640932,0.0,1.9557032e-10,0.0,1.5168519e-06,7.61724e-05,4.630677e-05,1.5661228e-06,0.0007664111,0.0,3.0110215e-05,8.064494e-07,0.0,9.263701e-06,0.0,0.00037785244,1.2462705e-05,4.4528297e-06
5,0.012279439,-0.0007517509,0.014425679,0.009821551,0.010976456,0.0036067402,0.00013824482,-0.0033808707,9.127185e-05,0.0,0.0,7.9150766e-07,4.854416e-08,3.116449e-05,0.0003857805,2.6657186e-05,0.0,0.0,0.0,4.3300817e-05,8.554927e-06,7.6770664e-07,0.00034143977,1.7903825e-07,2.441078e-05,4.4284192e-07,8.562417e-06,4.124653e-06,0.0,0.000210033,7.5292282e-06,9.774712e-06
6,0.048616305,0.0059163254,0.035611674,0.030110365,0.037036285,0.018231953,-0.004683804,-0.01891196,0.00026223756,3.69854e-06,0.0,5.5151727e-06,7.3624386e-07,9.375868e-05,0.0,0.0,1.0617557e-09,0.0,2.9635166e-06,7.0559377e-06,2.298373e-05,3.150056e-07,0.00043315763,2.1075282e-07,1.8786186e-06,1.4480645e-07,1.0922935e-05,8.425166e-06,4.851704e-05,3.4289813e-05,5.2037244e-06,7.783257e-07
7,0.04909015,0.004921735,0.029953044,0.027798574,0.0329987,0.013390452,-0.0035381073,-0.02327813,0.0003203251,1.9059848e-05,0.0,5.0683057e-06,0.0,6.127724e-05,0.0006886494,5.0077968e-05,1.2725643e-10,0.0,4.0130512e-06,2.8553282e-05,1.9022831e-05,1.2090268e-06,0.0004545454,3.6678065e-07,0.0,4.9288417e-07,1.3830023e-05,5.5755845e-06,0.0,5.3136653e-05,1.0176554e-05,4.75224e-06
8,0.0044652866,0.0005369903,0.01486466,0.023976184,0.026342468,0.01430566,0.02452369,0.032816015,0.0,1.0105705e-05,1.0126686e-06,0.0,3.235994e-06,1.819454e-05,0.0,3.2190994e-05,0.0,5.83382e-07,1.0700657e-06,1.3827591e-06,0.0,0.0,0.0,0.0,0.0,0.0,1.8167424e-05,0.0,7.895427e-05,0.0,0.0,0.0
9,0.016879156,-0.0025702254,0.02626687,0.030653225,0.031854056,0.020086296,0.024114652,0.01529734,0.0,2.5877296e-05,5.775722e-07,0.0,5.437367e-06,2.7049364e-05,0.0,4.7352492e-05,0.0,4.2952882e-07,2.0734844e-06,3.832355e-06,0.0,0.0,0.0,2.470414e-07,1.3617511e-05,6.200293e-09,1.2778505e-05,0.0,7.163618e-05,0.0,0.0,7.4512172e-06
10,0.0048487247,-0.00047678684,0.013572161,0.019628182,0.01884618,0.011626976,0.021140466,0.02095969,0.00018504012,9.2546503e-07,7.453706e-07,0.0,3.2332277e-06,5.089441e-05,0.0,0.0,1.0396215e-09,3.0007297e-07,3.8438498e-06,0.0,0.0,0.0,0.0,5.5633933e-09,4.2843803e-06,0.0,9.280943e-07,2.8428007e-08,4.4145974e-05,4.508926e-05,0.0,0.0
11,0.02547351,0.0030299458,0.01941066,0.01836662,0.021421159,0.011864651,0.0008539059,-0.0072451457,0.00031169617,3.6053673e-06,1.8482143e-07,2.9928865e-06,1.8587559e-06,0.0,0.0,1.817247e-05,6.123406e-10,4.187469e-07,0.0,0.0,1.9778341e-05,2.3752892e-07,0.0,5.7175555e-07,2.2509274e-05,0.0,2.2061002e-05,0.0,0.00010295278,0.0,0.0,1.16208375e-05
12,0.010553815,0.0069421465,0.013185541,0.018536579,0.025100796,0.019227048,0.006898858,0.020577312,0.0,1.3200069e-05,8.8627553e-07,1.2718513e-06,1.8097348e-06,8.8445216e-07,0.0,3.736372e-05,0.0,2.9429825e-07,5.5215132e-06,0.0,0.0,5.9600995e-07,0.0,0.0,2.1840673e-05,0.0,0.0,0.0,3.1347452e-05,0.0,0.0,2.9379612e-06
13,0.102938905,0.014965146,0.05395344,0.05408864,0.06503597,0.024227984,-0.008505142,-0.047533136,0.00085937226,0.0,0.0,4.5373995e-06,0.0,4.888338e-05,0.0007665896,0.0,4.2111242e-10,0.0,4.115416e-06,6.273971e-05,6.353427e-05,2.0444634e-06,0.00086703885,0.0,1.3538206e-05,1.044097e-06,0.0,1.65714e-05,0.0,0.00046231836,1.4372341e-05,1.0353479e-05
14,0.0076325405,0.000358229,0.008386507,0.0067388923,0.0066802516,0.004928291,0.0044646333,-0.0023796041,0.00021721894,1.9060199e-05,0.0,1.230912e-06,1.3208082e-06,0.0,0.00016229844,0.0,1.8165416e-09,2.1989796e-07,1.2107468e-07,0.0,1.3262417e-05,7.081954e-07,0.00017746915,5.1051167e-08,2.379911e-06,1.0721067e-07,2.941415e-06,8.879317e-07,0.0001117652,0.000219413,2.750348e-06,1.5635717e-06
15,0.01975743,-0.003997966,0.03172644,0.03512249,0.037730936,0.02234984,0.02251031,0.01679245,0.00016442282,7.953011e-06,8.816349e-07,1.2467033e-06,1.24878e-06,3.0710216e-05,0.000113424314,1.4618324e-05,0.0,5.6294346e-07,1.3044147e-06,2.4486453e-06,0.0,0.0,0.0,1.2543649e-07,0.0,0.0,1.5281148e-05,0.0,2.9001043e-05,0.0,1.4976878e-06,5.4267603e-06
16,0.03449274,0.0053034853,0.027308226,0.029157678,0.036584478,0.021143813,0.0014265296,-0.0005503301,0.0,1.0822968e-05,6.4308054e-08,0.0,1.2902066e-06,3.3652053e-05,0.0,2.3458857e-05,1.2876873e-09,1.2307017e-08,0.0,2.2467393e-05,1.7104998e-05,0.0,0.00016625739,5.209143e-07,0.0,1.0523831e-07,1.2924078e-05,3.9375908e-07,2.7117863e-05,0.0,0.0,4.8849633e-06
17,0.049175598,0.009935406,0.025032593,0.024776466,0.030710734,0.012616111,-0.0049125087,-0.020822167,2.3650471e-05,2.7022636e-06,0.0,6.9607177e-06,0.0,8.9667694e-05,0.0005758981,0.0,4.8208655e-09,0.0,8.143692e-07,8.6312735e-05,2.4360583e-05,1.8057457e-06,0.0005454416,0.0,1.7668666e-05,8.0539166e-07,0.0,9.844774e-06,5.637972e-05,0.00020496902,1.0488295e-05,5.6150443e-06
18,0.037278194,0.013851462,0.014718291,0.022410171,0.03130726,0.018328398,-0.007635394,-0.0025217093,0.00016218972,7.933989e-06,6.054681e-07,1.6363608e-06,0.0,4.4780434e-05,6.1330225e-05,3.288732e-05,2.944418e-09,3.2075327e-08,1.1765122e-06,2.4074066e-06,0.0,5.0813316e-07,6.8379144e-05,0.0,0.0,3.111925e-07,1.1730055e-05,1.9117495e-06,6.7505366e-06,9.995569e-05,4.06469e-06,1.0195367e-05
19,0.0762777,0.018665696,0.03546737,0.03849699,0.049512964,0.023705676,-0.009624422,-0.029241929,0.00043331165,1.7651468e-05,0.0,5.6454946e-06,0.0,3.29449e-05,0.0005330212,0.0,1.1895539e-09,0.0,2.782934e-08,6.861787e-05,3.9527647e-05,2.3056277e-06,0.0002566046,3.0975752e-07,2.6464595e-05,9.254278e-07,0.0,9.1427455e-06,0.00010420552,0.00013387814,1.5521155e-05,0.0
20,0.0592799,0.019951442,0.02576449,0.03686668,0.050847236,0.029909296,-0.011873941,-0.005464841,0.00020747779,0.0,1.8926164e-07,0.0,9.12403e-07,3.7311365e-05,5.8062662e-05,1.772114e-05,0.0,0.0,6.234111e-07,0.0,0.0,4.995902e-07,0.0,0.0,2.221417e-05,7.78516e-07,3.9201595e-06,6.3843895e-06,9.708349e-07,2.3636942e-06,6.8328603e-07,1.2598306e-05
21,0.013940109,-0.008950473,0.02891664,0.028073598,0.021743365,0.009100383,0.037781853,0.008075887,0.0,2.740726e-05,3.9053054e-07,0.0,7.501148e-08,0.0,0.00015555411,4.159673e-05,1.9992072e-09,1.9643483e-07,2.3679518e-06,0.0,4.800184e-06,0.0,0.0,4.651783e-07,2.4618805e-05,0.0,8.441797e-06,0.0,2.8448001e-05,0.0,0.0,6.926639e-06
22,0.020772962,-0.008524097,0.033914108,0.040324733,0.038332008,0.017773304,0.038767107,0.018981932,0.0,2.472709e-05,8.9017e-07,0.0,4.9695586e-06,6.287172e-05,0.0,6.430242e-05,1.3505469e-09,6.7793525e-07,1.2027568e-06,1.5386777e-05,0.0,0.0,0.0,4.89102e-07,0.0,1.2262043e-07,1.5135315e-05,0.0,4.5861896e-05,0.0,0.0,1.1721052e-05
23,0.018279687,0.0024142952,0.012678185,0.011132842,0.013256355,0.0064416938,-0.0013004693,-0.0073177265,0.00015182346,0.0,0.0,2.0680197e-06,0.0,0.0,0.0002705795,0.0,2.4453914e-09,0.0,0.0,3.2276414e-05,3.1841802e-05,2.0607774e-06,0.0002648101,1.17482884e-07,2.2695653e-05,4.43701e-07,9.831631e-06,5.9903373e-06,2.047374e-05,0.000116767376,6.501912e-06,0.0
24,0.01541813,-0.0034852766,0.025076948,0.030839734,0.03192187,0.01811831,0.024001565,0.018200569,0.0,1.6660044e-05,7.832298e-07,0.0,1.0377013e-06,4.7691163e-05,0.0,4.5358734e-05,0.0,4.4708577e-07,3.92103e-06,2.1359287e-05,0.0,0.0,0.0,1.7189839e-07,1.78675e-05,0.0,1.931563e-06,0.0,2.2005677e-05,0.0,0.0,7.175333e-06
25,0.007642657,-0.0037600077,0.012507585,0.01127338,0.009106337,0.0047210124,0.013830829,-0.0008997477,0.0004329735,1.2943412e-05,6.577884e-07,8.109684e-06,4.983768e-07,3.5555347e-06,0.0002231824,0.0,0.0,2.6017053e-08,1.4237717e-06,0.0,0.0,6.2146904e-07,0.00018287079,8.0259674e-08,2.7904887e-05,2.8147682e-07,8.696633e-06,7.1347913e-06,9.612978e-08,0.00021896578,2.643044e-06,0.0
26,0.122931056,0.02664758,0.06419203,0.06423907,0.08113774,0.038462356,-0.014070451,-0.04921103,0.00039912647,0.0,0.0,3.0224057e-06,0.0,5.087583e-06,0.0008667888,0.0,1.0414436e-09,0.0,1.8945327e-06,5.0829993e-05,5.5218887e-05,1.3917218e-06,0.0008881429,1.4688289e-08,2.3187826e-05,1.0523269e-06,0.0,1.7265362e-05,1.8100536e-05,0.000365242,1.37166035e-05,0.0
27,0.034562185,0.005183324,0.027423568,0.030765824,0.039897904,0.023016509,-0.0001982213,0.0023409347,0.0,0.0,0.0,5.173003e-06,1.7934012e-06,4.650217e-05,0.00028828488,7.228085e-06,0.0,1.7416394e-07,1.579272e-06,5.192422e-05,1.8174338e-05,3.0536955e-07,0.00024893382,1.04634225e-07,1.1832776e-05,8.665676e-08,1.1543535e-05,3.1948514e-06,2.2652726e-05,5.2432593e-08,2.5259037e-06,3.854461e-06
28,0.047415502,0.0043981876,0.039214194,0.037919994,0.045609035,0.02575476,0.0030587998,-0.008918704,0.0,2.3190176e-05,0.0,1.52327e-06,0.0,7.005237e-05,0.00032344842,1.2842454e-05,0.0,0.0,0.0,2.2865825e-05,2.0152009e-05,6.532166e-07,0.00035673988,0.0,1.14381e-05,6.0899856e-07,0.0,4.3712075e-06,8.16375e-05,0.00029047346,7.223311e-06,0.0
29,0.026699994,0.005695387,0.018474275,0.015305611,0.020050457,0.01085645,-0.0037456318,-0.009057548,0.0003174193,0.0,3.461192e-07,0.0,8.027163e-07,3.5719753e-05,0.00031296027,2.8178354e-05,9.1657254e-10,0.0,1.7457068e-06,6.586214e-05,2.7941876e-05,0.0,0.000111722315,1.5620707e-07,0.0,0.0,0.0,1.2965698e-06,5.8997113e-05,0.0,0.0,1.4850253e-05
30,0.005258677,-0.00033666845,0.010194213,0.015477133,0.018667532,0.009041515,0.010313928,0.017824396,0.0,0.0,9.1080926e-07,0.0,2.0126577e-06,0.0,0.0,6.0012342e-05,1.0367067e-09,5.387459e-07,0.0,4.4577086e-05,0.0,2.8188697e-07,0.0,3.2356374e-07,0.0,0.0,7.459921e-06,0.0,0.0,0.0,2.774937e-06,1.1647799e-05
31,0.038378645,0.0003988384,0.030462097,0.02137304,0.02301928,0.005175362,3.8156286e-06,-0.021842116,0.00021111249,0.0,0.0,7.054745e-06,0.0,1.2346755e-05,0.00033857863,0.0,4.5971194e-10,0.0,0.0,3.329607e-05,3.8139264e-05,9.255762e-07,0.000748506,3.3035866e-07,2.7175467e-05,7.513335e-07,1.7783301e-06,1.1941919e-05,0.0,0.00041054754,8.674547e-06,3.1150441e-06
32,0.01920268,0.0047844294,0.021905337,0.025782395,0.03247977,0.023678526,0.01115503,0.014378218,9.070122e-05,2.1809378e-06,5.8345324e-07,0.0,5.951053e-07,0.0,4.2066995e-06,3.9358492e-05,0.0,4.1018578e-07,8.3345164e-08,0.0,0.0,0.0,0.0,3.4727324e-07,0.0,8.1029555e-08,2.9542633e-05,0.0,4.8649174e-05,0.0,0.0,4.322223e-06
33,0.025599498,0.0024008176,0.019370604,0.017369363,0.020464474,0.00982034,-0.0015673811,-0.008709632,0.0,2.4594716e-05,3.1823825e-07,2.0459838e-06,3.7369964e-06,6.69345e-05,0.0,1.06495145e-05,1.4722296e-09,1.0453975e-07,9.274417e-07,2.1823578e-06,6.840557e-06,0.0,0.00027083867,6.0338544e-07,0.0,1.3168918e-07,0.0,5.596252e-07,0.0,3.5102727e-05,2.7646058e-06,3.8859596e-07
